vaccine,country,year,coverage,coverage_subnat,age_first,age_last,mid_day
MCV1,ECU,1984,0.54,,,,
MCV1,ECU,1985,0.51,,,,
MCV1,ECU,1986,0.5,,,,
MCV1,ECU,1987,0.47,,,,
MCV1,ECU,1988,0.53,,,,
MCV1,ECU,1989,0.57,,,,
MCV1,ECU,1990,0.6,,,,
MCV1,ECU,1991,0.54,,,,
MCV1,ECU,1992,0.69,,,,
MCV1,ECU,1993,0.85,,,,
MCV1,ECU,1994,0.83,,,,
MCV1,ECU,1995,0.81,,,,
MCV1,ECU,1996,0.79,,,,
MCV1,ECU,1997,0.77,,,,
MCV1,ECU,1998,0.89,,,,
MCV1,ECU,1999,0.99,,,,
MCV1,ECU,2000,0.99,,,,
MCV1,ECU,2001,0.99,,,,
MCV1,ECU,2002,0.99,,,,
MCV1,ECU,2003,0.99,,,,
MCV1,ECU,2004,0.99,,,,
MCV1,ECU,2005,0.93,,,,
MCV1,ECU,2006,0.97,,,,
MCV1,ECU,2007,0.98,,,,
MCV1,ECU,2008,0.98,,,,
MCV1,ECU,2009,0.97,,,,
MCV1,ECU,2010,0.95,,,,
MCV1,ECU,2011,0.94,,,,
MCV1,ECU,2012,0.96,,,,
MCV1,ECU,2013,0.97,,,,
MCV1,ECU,2014,0.85,,,,
MCV1,ECU,2015,0.84,,,,
MCV1,ECU,2016,0.86,,,,
MCV1,ECU,2017,0.81,,,,
MCV1,ECU,2018,0.83,,,,
MCV1,ECU,2019,0.83,,,,
MCV1,ECU,2020,0.83,,,,
MCV1,ECU,2021,0.83,,,,
MCV1,ECU,2022,0.83,,,,
MCV1,ECU,2023,0.83,,,,
MCV1,ECU,2024,0.83,,,,
MCV1,EGY,1975,0.0683333333333334,,,,
MCV1,EGY,1976,0.136666666666667,,,,
MCV1,EGY,1977,0.205,,,,
MCV1,EGY,1978,0.273333333333333,,,,
MCV1,EGY,1979,0.341666666666667,,,,
MCV1,EGY,1980,0.41,,,,
MCV1,EGY,1981,0.41,,,,
MCV1,EGY,1982,0.41,,,,
MCV1,EGY,1983,0.41,,,,
MCV1,EGY,1984,0.47,,,,
MCV1,EGY,1985,0.74,,,,
MCV1,EGY,1986,0.78,,,,
MCV1,EGY,1987,0.76,,,,
MCV1,EGY,1988,0.85,,,,
MCV1,EGY,1989,0.86,,,,
MCV1,EGY,1990,0.86,,,,
MCV1,EGY,1991,0.89,,,,
MCV1,EGY,1992,0.89,,,,
MCV1,EGY,1993,0.89,,,,
MCV1,EGY,1994,0.89,,,,
MCV1,EGY,1995,0.89,,,,
MCV1,EGY,1996,0.92,,,,
MCV1,EGY,1997,0.92,,,,
MCV1,EGY,1998,0.98,,,,
MCV1,EGY,1999,0.96,,,,
MCV1,EGY,2000,0.98,,,,
MCV1,EGY,2001,0.97,,,,
MCV1,EGY,2002,0.97,,,,
MCV1,EGY,2003,0.98,,,,
MCV1,EGY,2004,0.97,,,,
MCV1,EGY,2005,0.98,,,,
MCV1,EGY,2006,0.98,,,,
MCV1,EGY,2007,0.97,,,,
MCV1,EGY,2008,0.92,,,,
MCV1,EGY,2009,0.95,,,,
MCV1,EGY,2010,0.96,,,,
MCV1,EGY,2011,0.96,,,,
MCV1,EGY,2012,0.93,,,,
MCV1,EGY,2013,0.96,,,,
MCV1,EGY,2014,0.93,,,,
MCV1,EGY,2015,0.92,,,,
MCV1,EGY,2016,0.95,,,,
MCV1,EGY,2017,0.94,,,,
MCV1,EGY,2018,0.94,,,,
MCV1,EGY,2019,0.94,,,,
MCV1,EGY,2020,0.94,,,,
MCV1,EGY,2021,0.94,,,,
MCV1,EGY,2022,0.94,,,,
MCV1,EGY,2023,0.94,,,,
MCV1,EGY,2024,0.94,,,,
MCV1,ERI,1993,0.34,,,,
MCV1,ERI,1994,0.51,,,,
MCV1,ERI,1995,0.58,,,,
MCV1,ERI,1996,0.66,,,,
MCV1,ERI,1997,0.73,,,,
MCV1,ERI,1998,0.79,,,,
MCV1,ERI,1999,0.88,,,,
MCV1,ERI,2000,0.76,,,,
MCV1,ERI,2001,0.84,,,,
MCV1,ERI,2002,0.83,,,,
MCV1,ERI,2003,0.92,,,,
MCV1,ERI,2004,0.96,,,,
MCV1,ERI,2005,0.95,,,,
MCV1,ERI,2006,0.95,,,,
MCV1,ERI,2007,0.96,,,,
MCV1,ERI,2008,0.96,,,,
MCV1,ERI,2009,0.97,,,,
MCV1,ERI,2010,0.97,,,,
MCV1,ERI,2011,0.98,,,,
MCV1,ERI,2012,0.98,,,,
MCV1,ERI,2013,0.94,,,,
MCV1,ERI,2014,0.9,,,,
MCV1,ERI,2015,0.97,,,,
MCV1,ERI,2016,0.99,,,,
MCV1,ERI,2017,0.99,,,,
MCV1,ERI,2018,0.99,,,,
MCV1,ERI,2019,0.99,,,,
MCV1,ERI,2020,0.9901,,,,
MCV1,ERI,2021,0.9801,,,,
MCV1,ERI,2022,0.9801,,,,
MCV1,ERI,2023,0.9801,,,,
MCV1,ERI,2024,0.9801,,,,
MCV1,ESP,1981,0.08,,,,
MCV1,ESP,1982,0.27,,,,
MCV1,ESP,1983,0.4,,,,
MCV1,ESP,1984,0.68,,,,
MCV1,ESP,1985,0.79,,,,
MCV1,ESP,1986,0.83,,,,
MCV1,ESP,1987,0.85,,,,
MCV1,ESP,1988,0.84,,,,
MCV1,ESP,1989,0.97,,,,
MCV1,ESP,1990,0.99,,,,
MCV1,ESP,1991,0.85,,,,
MCV1,ESP,1992,0.83,,,,
MCV1,ESP,1993,0.9,,,,
MCV1,ESP,1994,0.9,,,,
MCV1,ESP,1995,0.9,,,,
MCV1,ESP,1996,0.9,,,,
MCV1,ESP,1997,0.93,,,,
MCV1,ESP,1998,0.93,,,,
MCV1,ESP,1999,0.95,,,,
MCV1,ESP,2000,0.94,,,,
MCV1,ESP,2001,0.96,,,,
MCV1,ESP,2002,0.97,,,,
MCV1,ESP,2003,0.98,,,,
MCV1,ESP,2004,0.97,,,,
MCV1,ESP,2005,0.97,,,,
MCV1,ESP,2006,0.97,,,,
MCV1,ESP,2007,0.97,,,,
MCV1,ESP,2008,0.98,,,,
MCV1,ESP,2009,0.98,,,,
MCV1,ESP,2010,0.95,,,,
MCV1,ESP,2011,0.97,,,,
MCV1,ESP,2012,0.97,,,,
MCV1,ESP,2013,0.95,,,,
MCV1,ESP,2014,0.96,,,,
MCV1,ESP,2015,0.96,,,,
MCV1,ESP,2016,0.97,,,,
MCV1,ESP,2017,0.98,,,,
MCV1,ESP,2018,0.98,,,,
MCV1,ESP,2019,0.98,,,,
MCV1,ESP,2020,0.96,,,,
MCV1,ESP,2021,0.95,,,,
MCV1,ESP,2022,0.9608,,,,
MCV1,ESP,2023,0.9608,,,,
MCV1,ESP,2024,0.9608,,,,
MCV1,EST,1975,0.123333333333333,,,,
MCV1,EST,1976,0.246666666666667,,,,
MCV1,EST,1977,0.37,,,,
MCV1,EST,1978,0.493333333333333,,,,
MCV1,EST,1979,0.616666666666667,,,,
MCV1,EST,1980,0.74,,,,
MCV1,EST,1981,0.7,,,,
MCV1,EST,1982,0.68,,,,
MCV1,EST,1983,0.68,,,,
MCV1,EST,1984,0.73,,,,
MCV1,EST,1985,0.82,,,,
MCV1,EST,1986,0.84,,,,
MCV1,EST,1990,0.82,,,,
MCV1,EST,1991,0.78,,,,
MCV1,EST,1992,0.75,,,,
MCV1,EST,1993,0.74,,,,
MCV1,EST,1994,0.76,,,,
MCV1,EST,1995,0.81,,,,
MCV1,EST,1996,0.86,,,,
MCV1,EST,1997,0.88,,,,
MCV1,EST,1998,0.89,,,,
MCV1,EST,1999,0.92,,,,
MCV1,EST,2000,0.93,,,,
MCV1,EST,2001,0.95,,,,
MCV1,EST,2002,0.95,,,,
MCV1,EST,2003,0.95,,,,
MCV1,EST,2004,0.96,,,,
MCV1,EST,2005,0.96,,,,
MCV1,EST,2006,0.96,,,,
MCV1,EST,2007,0.96,,,,
MCV1,EST,2008,0.95,,,,
MCV1,EST,2009,0.95,,,,
MCV1,EST,2010,0.95,,,,
MCV1,EST,2011,0.94,,,,
MCV1,EST,2012,0.94,,,,
MCV1,EST,2013,0.94,,,,
MCV1,EST,2014,0.93,,,,
MCV1,EST,2015,0.93,,,,
MCV1,EST,2016,0.93,,,,
MCV1,EST,2017,0.93,,,,
MCV1,EST,2018,0.87,,,,
MCV1,EST,2019,0.88,,,,
MCV1,EST,2020,0.91,,,,
MCV1,EST,2021,0.89,,,,
MCV1,EST,2022,0.78005,,,,
MCV1,EST,2023,0.78005,,,,
MCV1,EST,2024,0.78005,,,,
MCV1,ETH,1975,0.00666666666666671,,,,
MCV1,ETH,1976,0.0133333333333333,,,,
MCV1,ETH,1977,0.02,,,,
MCV1,ETH,1978,0.0266666666666666,,,,
MCV1,ETH,1979,0.0333333333333333,,,,
MCV1,ETH,1980,0.04,,,,
MCV1,ETH,1981,0.03,,,,
MCV1,ETH,1982,0.0700000000000001,,,,
MCV1,ETH,1983,0.0700000000000001,,,,
MCV1,ETH,1984,0.08,,,,
MCV1,ETH,1985,0.12,,,,
MCV1,ETH,1986,0.1,,,,
MCV1,ETH,1987,0.13,,,,
MCV1,ETH,1988,0.15,,,,
MCV1,ETH,1989,0.23,,,,
MCV1,ETH,1990,0.38,,,,
MCV1,ETH,1991,0.17,,,,
MCV1,ETH,1992,0.12,,,,
MCV1,ETH,1993,0.22,,,,
MCV1,ETH,1994,0.54,,,,
MCV1,ETH,1995,0.38,,,,
MCV1,ETH,1996,0.54,,,,
MCV1,ETH,1997,0.51,,,,
MCV1,ETH,1998,0.44,,,,
MCV1,ETH,1999,0.37,,,,
MCV1,ETH,2000,0.36,,,,
MCV1,ETH,2001,0.35,,,,
MCV1,ETH,2002,0.36,,,,
MCV1,ETH,2003,0.35,,,,
MCV1,ETH,2004,0.35,,,,
MCV1,ETH,2005,0.4,,,,
MCV1,ETH,2006,0.44,,,,
MCV1,ETH,2007,0.49,,,,
MCV1,ETH,2008,0.54,,,,
MCV1,ETH,2009,0.59,,,,
MCV1,ETH,2010,0.64,,,,
MCV1,ETH,2011,0.68,,,,
MCV1,ETH,2012,0.62,,,,
MCV1,ETH,2013,0.55,,,,
MCV1,ETH,2014,0.54,,,,
MCV1,ETH,2015,0.65,,,,
MCV1,ETH,2016,0.66,,,,
MCV1,ETH,2017,0.65,,,,
MCV1,ETH,2018,0.61,,,,
MCV1,ETH,2019,0.622,,,,
MCV1,ETH,2020,0.6338,,,,
MCV1,ETH,2021,0.6454,,,,
MCV1,ETH,2022,0.6569,,,,
MCV1,ETH,2023,0.6682,,,,
MCV1,ETH,2024,0.6793,,,,
MCV1,FIN,1981,0.7,,,,
MCV1,FIN,1982,0.75,,,,
MCV1,FIN,1983,0.81,,,,
MCV1,FIN,1984,0.83,,,,
MCV1,FIN,1985,0.85,,,,
MCV1,FIN,1986,0.87,,,,
MCV1,FIN,1987,0.92,,,,
MCV1,FIN,1988,0.98,,,,
MCV1,FIN,1989,0.95,,,,
MCV1,FIN,1990,0.97,,,,
MCV1,FIN,1991,0.97,,,,
MCV1,FIN,1992,0.99,,,,
MCV1,FIN,1993,0.99,,,,
MCV1,FIN,1994,0.99,,,,
MCV1,FIN,1995,0.98,,,,
MCV1,FIN,1996,0.98,,,,
MCV1,FIN,1997,0.96,,,,
MCV1,FIN,1998,0.96,,,,
MCV1,FIN,1999,0.96,,,,
MCV1,FIN,2000,0.96,,,,
MCV1,FIN,2001,0.96,,,,
MCV1,FIN,2002,0.96,,,,
MCV1,FIN,2003,0.97,,,,
MCV1,FIN,2004,0.97,,,,
MCV1,FIN,2005,0.97,,,,
MCV1,FIN,2006,0.97,,,,
MCV1,FIN,2007,0.98,,,,
MCV1,FIN,2008,0.97,,,,
MCV1,FIN,2009,0.98,,,,
MCV1,FIN,2010,0.98,,,,
MCV1,FIN,2011,0.97,,,,
MCV1,FIN,2012,0.97,,,,
MCV1,FIN,2013,0.97,,,,
MCV1,FIN,2014,0.96,,,,
MCV1,FIN,2015,0.95,,,,
MCV1,FIN,2016,0.94,,,,
MCV1,FIN,2017,0.94,,,,
MCV1,FIN,2018,0.96,,,,
MCV1,FIN,2019,0.96,,,,
MCV1,FIN,2020,0.95,,,,
MCV1,FIN,2021,0.93,,,,
MCV1,FIN,2022,0.94,,,,
MCV1,FIN,2023,0.94,,,,
MCV1,FIN,2024,0.94,,,,
MCV1,FJI,1975,0.0533333333333333,,,,
MCV1,FJI,1976,0.106666666666667,,,,
MCV1,FJI,1977,0.16,,,,
MCV1,FJI,1978,0.213333333333333,,,,
MCV1,FJI,1979,0.266666666666667,,,,
MCV1,FJI,1980,0.32,,,,
MCV1,FJI,1981,0.4,,,,
MCV1,FJI,1982,0.02,,,,
MCV1,FJI,1983,0.25,,,,
MCV1,FJI,1984,0.22,,,,
MCV1,FJI,1985,0.57,,,,
MCV1,FJI,1986,0.61,,,,
MCV1,FJI,1987,0.64,,,,
MCV1,FJI,1988,0.69,,,,
MCV1,FJI,1989,0.65,,,,
MCV1,FJI,1990,0.84,,,,
MCV1,FJI,1991,0.93,,,,
MCV1,FJI,1992,0.91,,,,
MCV1,FJI,1993,0.96,,,,
MCV1,FJI,1994,0.96,,,,
MCV1,FJI,1995,0.94,,,,
MCV1,FJI,1996,0.94,,,,
MCV1,FJI,1997,0.75,,,,
MCV1,FJI,1998,0.77,,,,
MCV1,FJI,1999,0.79,,,,
MCV1,FJI,2000,0.81,,,,
MCV1,FJI,2001,0.83,,,,
MCV1,FJI,2002,0.85,,,,
MCV1,FJI,2003,0.86,,,,
MCV1,FJI,2004,0.88,,,,
MCV1,FJI,2005,0.9,,,,
MCV1,FJI,2006,0.92,,,,
MCV1,FJI,2007,0.94,,,,
MCV1,FJI,2008,0.94,,,,
MCV1,FJI,2009,0.94,,,,
MCV1,FJI,2010,0.94,,,,
MCV1,FJI,2011,0.94,,,,
MCV1,FJI,2012,0.94,,,,
MCV1,FJI,2013,0.94,,,,
MCV1,FJI,2014,0.94,,,,
MCV1,FJI,2015,0.94,,,,
MCV1,FJI,2016,0.94,,,,
MCV1,FJI,2017,0.94,,,,
MCV1,FJI,2018,0.94,,,,
MCV1,FJI,2019,0.9409,,,,
MCV1,FJI,2020,0.9418,,,,
MCV1,FJI,2021,0.9427,,,,
MCV1,FJI,2022,0.9436,,,,
MCV1,FJI,2023,0.9445,,,,
MCV1,FJI,2024,0.9453,,,,
MCV1,FRA,1983,0.15,,,,
MCV1,FRA,1984,0.26,,,,
MCV1,FRA,1985,0.35,,,,
MCV1,FRA,1986,0.39,,,,
MCV1,FRA,1987,0.45,,,,
MCV1,FRA,1988,0.51,,,,
MCV1,FRA,1989,0.58,,,,
MCV1,FRA,1990,0.71,,,,
MCV1,FRA,1991,0.74,,,,
MCV1,FRA,1992,0.76,,,,
MCV1,FRA,1993,0.78,,,,
MCV1,FRA,1994,0.8,,,,
MCV1,FRA,1995,0.83,,,,
MCV1,FRA,1996,0.84,,,,
MCV1,FRA,1997,0.83,,,,
MCV1,FRA,1998,0.82,,,,
MCV1,FRA,1999,0.83,,,,
MCV1,FRA,2000,0.84,,,,
MCV1,FRA,2001,0.85,,,,
MCV1,FRA,2002,0.86,,,,
MCV1,FRA,2003,0.87,,,,
MCV1,FRA,2004,0.88,,,,
MCV1,FRA,2005,0.87,,,,
MCV1,FRA,2006,0.89,,,,
MCV1,FRA,2007,0.9,,,,
MCV1,FRA,2008,0.89,,,,
MCV1,FRA,2009,0.89,,,,
MCV1,FRA,2010,0.89,,,,
MCV1,FRA,2011,0.89,,,,
MCV1,FRA,2012,0.91,,,,
MCV1,FRA,2013,0.9,,,,
MCV1,FRA,2014,0.91,,,,
MCV1,FRA,2015,0.91,,,,
MCV1,FRA,2016,0.9,,,,
MCV1,FRA,2017,0.9,,,,
MCV1,FRA,2018,0.9,,,,
MCV1,FRA,2019,0.92,,,,
MCV1,FRA,2020,0.92,,,,
MCV1,FRA,2021,0.92,,,,
MCV1,FRA,2022,0.942,,,,
MCV1,FRA,2023,0.942,,,,
MCV1,FRA,2024,0.942,,,,
MCV1,FSM,1987,0.69,,,,
MCV1,FSM,1988,0.84,,,,
MCV1,FSM,1989,0.94,,,,
MCV1,FSM,1990,0.81,,,,
MCV1,FSM,1991,0.76,,,,
MCV1,FSM,1992,0.78,,,,
MCV1,FSM,1993,0.8,,,,
MCV1,FSM,1994,0.83,,,,
MCV1,FSM,1995,0.9,,,,
MCV1,FSM,1996,0.82,,,,
MCV1,FSM,1997,0.74,,,,
MCV1,FSM,1998,0.82,,,,
MCV1,FSM,1999,0.79,,,,
MCV1,FSM,2000,0.85,,,,
MCV1,FSM,2001,0.84,,,,
MCV1,FSM,2002,0.88,,,,
MCV1,FSM,2003,0.91,,,,
MCV1,FSM,2004,0.85,,,,
MCV1,FSM,2005,0.96,,,,
MCV1,FSM,2006,0.83,,,,
MCV1,FSM,2007,0.92,,,,
MCV1,FSM,2008,0.86,,,,
MCV1,FSM,2009,0.86,,,,
MCV1,FSM,2010,0.8,,,,
MCV1,FSM,2011,0.92,,,,
MCV1,FSM,2012,0.91,,,,
MCV1,FSM,2013,0.91,,,,
MCV1,FSM,2014,0.83,,,,
MCV1,FSM,2015,0.74,,,,
MCV1,FSM,2016,0.7,,,,
MCV1,FSM,2017,0.76,,,,
MCV1,FSM,2018,0.73,,,,
MCV1,FSM,2019,0.73,,,,
MCV1,FSM,2020,0.73,,,,
MCV1,FSM,2021,0.73,,,,
MCV1,FSM,2022,0.73,,,,
MCV1,FSM,2023,0.73,,,,
MCV1,FSM,2024,0.73,,,,
MCV1,GAB,1985,0.58,,,,
MCV1,GAB,1986,0.66,,,,
MCV1,GAB,1987,0.67,,,,
MCV1,GAB,1988,0.68,,,,
MCV1,GAB,1989,0.76,,,,
MCV1,GAB,1990,0.76,,,,
MCV1,GAB,1991,0.71,,,,
MCV1,GAB,1992,0.66,,,,
MCV1,GAB,1993,0.63,,,,
MCV1,GAB,1994,0.6,,,,
MCV1,GAB,1995,0.57,,,,
MCV1,GAB,1996,0.57,,,,
MCV1,GAB,1997,0.56,,,,
MCV1,GAB,1998,0.56,,,,
MCV1,GAB,1999,0.55,,,,
MCV1,GAB,2000,0.55,,,,
MCV1,GAB,2001,0.55,,,,
MCV1,GAB,2002,0.55,,,,
MCV1,GAB,2003,0.55,,,,
MCV1,GAB,2004,0.55,,,,
MCV1,GAB,2005,0.55,,,,
MCV1,GAB,2006,0.55,,,,
MCV1,GAB,2007,0.62,,,,
MCV1,GAB,2008,0.67,,,,
MCV1,GAB,2009,0.63,,,,
MCV1,GAB,2010,0.62,,,,
MCV1,GAB,2011,0.72,,,,
MCV1,GAB,2012,0.71,,,,
MCV1,GAB,2013,0.7,,,,
MCV1,GAB,2014,0.61,,,,
MCV1,GAB,2015,0.68,,,,
MCV1,GAB,2016,0.64,,,,
MCV1,GAB,2017,0.63,,,,
MCV1,GAB,2018,0.59,,,,
MCV1,GAB,2019,0.62,,,,
MCV1,GAB,2020,0.53,,,,
MCV1,GAB,2021,0.64,,,,
MCV1,GAB,2022,0.5171,,,,
MCV1,GAB,2023,0.5171,,,,
MCV1,GAB,2024,0.5171,,,,
MCV1,GBR,1974,0.53,,,,
MCV1,GBR,1975,0.53,,,,
MCV1,GBR,1976,0.53,,,,
MCV1,GBR,1977,0.53,,,,
MCV1,GBR,1978,0.53,,,,
MCV1,GBR,1979,0.53,,,,
MCV1,GBR,1980,0.53,,,,
MCV1,GBR,1981,0.55,,,,
MCV1,GBR,1982,0.58,,,,
MCV1,GBR,1983,0.6,,,,
MCV1,GBR,1984,0.63,,,,
MCV1,GBR,1985,0.68,,,,
MCV1,GBR,1986,0.71,,,,
MCV1,GBR,1987,0.76,,,,
MCV1,GBR,1988,0.8,,,,
MCV1,GBR,1989,0.84,,,,
MCV1,GBR,1990,0.87,,,,
MCV1,GBR,1991,0.9,,,,
MCV1,GBR,1992,0.92,,,,
MCV1,GBR,1993,0.91,,,,
MCV1,GBR,1994,0.91,,,,
MCV1,GBR,1995,0.92,,,,
MCV1,GBR,1996,0.92,,,,
MCV1,GBR,1997,0.91,,,,
MCV1,GBR,1998,0.87,,,,
MCV1,GBR,1999,0.88,,,,
MCV1,GBR,2000,0.88,,,,
MCV1,GBR,2001,0.85,,,,
MCV1,GBR,2002,0.85,,,,
MCV1,GBR,2003,0.82,,,,
MCV1,GBR,2004,0.81,,,,
MCV1,GBR,2005,0.82,,,,
MCV1,GBR,2006,0.85,,,,
MCV1,GBR,2007,0.86,,,,
MCV1,GBR,2008,0.86,,,,
MCV1,GBR,2009,0.86,,,,
MCV1,GBR,2010,0.89,,,,
MCV1,GBR,2011,0.9,,,,
MCV1,GBR,2012,0.92,,,,
MCV1,GBR,2013,0.93,,,,
MCV1,GBR,2014,0.93,,,,
MCV1,GBR,2015,0.93,,,,
MCV1,GBR,2016,0.92,,,,
MCV1,GBR,2017,0.92,,,,
MCV1,GBR,2018,0.92,,,,
MCV1,GBR,2019,0.91,,,,
MCV1,GBR,2020,0.91,,,,
MCV1,GBR,2021,0.91,,,,
MCV1,GBR,2022,0.898,,,,
MCV1,GBR,2023,0.898,,,,
MCV1,GBR,2024,0.898,,,,
MCV1,GEO,1990,0.899,,,,
MCV1,GEO,1991,0.6945,,,,
MCV1,GEO,1992,0.16,,,,
MCV1,GEO,1993,0.61,,,,
MCV1,GEO,1994,0.63,,,,
MCV1,GEO,1995,0.61,,,,
MCV1,GEO,1996,0.65,,,,
MCV1,GEO,1997,0.69,,,,
MCV1,GEO,1998,0.73,,,,
MCV1,GEO,1999,0.76,,,,
MCV1,GEO,2000,0.73,,,,
MCV1,GEO,2001,0.74,,,,
MCV1,GEO,2002,0.75,,,,
MCV1,GEO,2003,0.76,,,,
MCV1,GEO,2004,0.86,,,,
MCV1,GEO,2005,0.9,,,,
MCV1,GEO,2006,0.96,,,,
MCV1,GEO,2007,0.97,,,,
MCV1,GEO,2008,0.97,,,,
MCV1,GEO,2009,0.83,,,,
MCV1,GEO,2010,0.94,,,,
MCV1,GEO,2011,0.91,,,,
MCV1,GEO,2012,0.93,,,,
MCV1,GEO,2013,0.97,,,,
MCV1,GEO,2014,0.92,,,,
MCV1,GEO,2015,0.96,,,,
MCV1,GEO,2016,0.93,,,,
MCV1,GEO,2017,0.95,,,,
MCV1,GEO,2018,0.98,,,,
MCV1,GEO,2019,0.98,,,,
MCV1,GEO,2020,0.98,,,,
MCV1,GEO,2021,0.97,,,,
MCV1,GEO,2022,0.97,,,,
MCV1,GEO,2023,0.97,,,,
MCV1,GEO,2024,0.97,,,,
MCV1,GHA,1975,0.0266666666666666,,,,
MCV1,GHA,1976,0.0533333333333333,,,,
MCV1,GHA,1977,0.08,,,,
MCV1,GHA,1978,0.106666666666667,,,,
MCV1,GHA,1979,0.133333333333333,,,,
MCV1,GHA,1980,0.16,,,,
MCV1,GHA,1981,0.23,,,,
MCV1,GHA,1982,0.21,,,,
MCV1,GHA,1983,0.16,,,,
MCV1,GHA,1984,0.1,,,,
MCV1,GHA,1985,0.21,,,,
MCV1,GHA,1986,0.31,,,,
MCV1,GHA,1987,0.51,,,,
MCV1,GHA,1988,0.59,,,,
MCV1,GHA,1989,0.65,,,,
MCV1,GHA,1990,0.61,,,,
MCV1,GHA,1991,0.63,,,,
MCV1,GHA,1992,0.64,,,,
MCV1,GHA,1993,0.66,,,,
MCV1,GHA,1994,0.68,,,,
MCV1,GHA,1995,0.7,,,,
MCV1,GHA,1996,0.71,,,,
MCV1,GHA,1997,0.73,,,,
MCV1,GHA,1998,0.78,,,,
MCV1,GHA,1999,0.81,,,,
MCV1,GHA,2000,0.9,,,,
MCV1,GHA,2001,0.78,,,,
MCV1,GHA,2002,0.78,,,,
MCV1,GHA,2003,0.8,,,,
MCV1,GHA,2004,0.83,,,,
MCV1,GHA,2005,0.83,,,,
MCV1,GHA,2006,0.85,,,,
MCV1,GHA,2007,0.95,,,,
MCV1,GHA,2008,0.86,,,,
MCV1,GHA,2009,0.93,,,,
MCV1,GHA,2010,0.93,,,,
MCV1,GHA,2011,0.91,,,,
MCV1,GHA,2012,0.88,,,,
MCV1,GHA,2013,0.89,,,,
MCV1,GHA,2014,0.92,,,,
MCV1,GHA,2015,0.89,,,,
MCV1,GHA,2016,0.89,,,,
MCV1,GHA,2017,0.95,,,,
MCV1,GHA,2018,0.92,,,,
MCV1,GHA,2019,0.9218,,,,
MCV1,GHA,2020,0.9235,,,,
MCV1,GHA,2021,0.9252,,,,
MCV1,GHA,2022,0.9269,,,,
MCV1,GHA,2023,0.9285,,,,
MCV1,GHA,2024,0.9302,,,,
MCV1,GIN,1981,0.15,,,,
MCV1,GIN,1982,0.34,,,,
MCV1,GIN,1983,0.3,,,,
MCV1,GIN,1984,0.29,,,,
MCV1,GIN,1985,0.29,,,,
MCV1,GIN,1986,0.28,,,,
MCV1,GIN,1987,0.28,,,,
MCV1,GIN,1988,0.27,,,,
MCV1,GIN,1989,0.27,,,,
MCV1,GIN,1990,0.35,,,,
MCV1,GIN,1991,0.42,,,,
MCV1,GIN,1992,0.52,,,,
MCV1,GIN,1993,0.55,,,,
MCV1,GIN,1994,0.58,,,,
MCV1,GIN,1995,0.61,,,,
MCV1,GIN,1996,0.61,,,,
MCV1,GIN,1997,0.56,,,,
MCV1,GIN,1998,0.52,,,,
MCV1,GIN,1999,0.4,,,,
MCV1,GIN,2000,0.42,,,,
MCV1,GIN,2001,0.44,,,,
MCV1,GIN,2002,0.46,,,,
MCV1,GIN,2003,0.48,,,,
MCV1,GIN,2004,0.5,,,,
MCV1,GIN,2005,0.51,,,,
MCV1,GIN,2006,0.51,,,,
MCV1,GIN,2007,0.57,,,,
MCV1,GIN,2008,0.55,,,,
MCV1,GIN,2009,0.53,,,,
MCV1,GIN,2010,0.58,,,,
MCV1,GIN,2011,0.62,,,,
MCV1,GIN,2012,0.58,,,,
MCV1,GIN,2013,0.54,,,,
MCV1,GIN,2014,0.5,,,,
MCV1,GIN,2015,0.48,,,,
MCV1,GIN,2016,0.48,,,,
MCV1,GIN,2017,0.48,,,,
MCV1,GIN,2018,0.48,,,,
MCV1,GIN,2019,0.4889,,,,
MCV1,GIN,2020,0.4977,,,,
MCV1,GIN,2021,0.5066,,,,
MCV1,GIN,2022,0.5154,,,,
MCV1,GIN,2023,0.5243,,,,
MCV1,GIN,2024,0.5331,,,,
MCV1,GMB,1975,0.115,,,,
MCV1,GMB,1976,0.23,,,,
MCV1,GMB,1977,0.345,,,,
MCV1,GMB,1978,0.46,,,,
MCV1,GMB,1979,0.575,,,,
MCV1,GMB,1980,0.69,,,,
MCV1,GMB,1981,0.7,,,,
MCV1,GMB,1982,0.71,,,,
MCV1,GMB,1983,0.7,,,,
MCV1,GMB,1984,0.79,,,,
MCV1,GMB,1985,0.75,,,,
MCV1,GMB,1986,0.62,,,,
MCV1,GMB,1987,0.88,,,,
MCV1,GMB,1988,0.8,,,,
MCV1,GMB,1989,0.85,,,,
MCV1,GMB,1990,0.86,,,,
MCV1,GMB,1991,0.87,,,,
MCV1,GMB,1992,0.83,,,,
MCV1,GMB,1993,0.87,,,,
MCV1,GMB,1994,0.89,,,,
MCV1,GMB,1995,0.91,,,,
MCV1,GMB,1996,0.94,,,,
MCV1,GMB,1997,0.91,,,,
MCV1,GMB,1998,0.9,,,,
MCV1,GMB,1999,0.9,,,,
MCV1,GMB,2000,0.89,,,,
MCV1,GMB,2001,0.89,,,,
MCV1,GMB,2002,0.9,,,,
MCV1,GMB,2003,0.9,,,,
MCV1,GMB,2004,0.92,,,,
MCV1,GMB,2005,0.91,,,,
MCV1,GMB,2006,0.89,,,,
MCV1,GMB,2007,0.88,,,,
MCV1,GMB,2008,0.92,,,,
MCV1,GMB,2009,0.96,,,,
